model_id,train_target_component,threshold_id,denominator_id,split,total_rejected_hybrid_positive_n,total_hybrid_cost_reduction_rate,fast_fail_attributed_cost_reduction,fast_fail_attributed_cost_reduction_share,fast_fail_only_rejected_n,false_repair_only_rejected_n,both_rejected_n,neither_rejected_n,fast_fail_only_hybrid_positive_rejected_n,false_repair_only_hybrid_positive_rejected_n,both_hybrid_positive_rejected_n,neither_hybrid_positive_rejected_n,fast_fail_only_cost_reduction_rate,false_repair_only_cost_reduction_rate,both_cost_reduction_rate,neither_cost_reduction_rate
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,robustness,249,0.005400005400005403,0.014030114030114027,2.5981666666666645,31,152,66,534,31,152,66,0,0.007269307269307268,-0.015390915390915416,0.013521613521613518,-0.005400005400005403
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,train,381,0.010798542430818237,0.0236859166771731,2.1934364594961684,53,160,168,456,53,160,168,0,0.010437166385984891,-0.02613612453754305,0.026497500582376418,-0.010798542430818237
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,validation,86,0.0036138651441331993,0.021566036123110505,5.9675818723122855,22,28,36,194,22,28,36,0,0.013258808572140722,-0.026259398529947076,0.016614455101939568,-0.0036138651441331993
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,robustness,680,0.006689818848215234,0.013920263800233557,2.0808132650628233,79,386,215,1447,79,386,215,0,0.0059628109691649556,-0.015187897783086907,0.015914905662137203,-0.006689818848215179
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,train,1121,0.01050065245837739,0.016215072956243876,1.5441967078252872,86,542,493,1370,86,542,493,0,0.004690733226776628,-0.017238760227333727,0.023048679458934497,-0.01050065245837739
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,validation,290,0.00995530115750387,0.017928588211797963,1.8009086744989304,50,132,108,526,50,132,108,0,0.009458380322773003,-0.016443494943319037,0.016940415778049916,-0.00995530115750387
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,robustness,278,0.002934832388514108,0.015354716542364996,5.231888745148753,33,171,74,620,33,171,74,0,0.007579593802871711,-0.020195006893344192,0.01555024547898657,-0.002934832388514108
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,432,0.009954289744935951,0.026476766242179803,2.6598347969175133,57,186,189,543,57,186,189,0,0.011361179129535237,-0.03163806360988841,0.030231174225289134,-0.009954289744935951
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,101,0.0030886660936931265,0.02452815876759277,7.941343616805267,25,36,40,233,25,36,40,0,0.015464644583989213,-0.030503006857503234,0.01812702836720711,-0.003088666093693071
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,764,0.004159796928434822,0.014817311159054151,3.562027525374744,85,446,233,1717,85,446,233,0,0.0063087838461469755,-0.019166041543526496,0.017017054625814352,-0.004159796928434822
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,train,1276,0.010302584316273011,0.01800067394191083,1.7471998664916166,94,635,547,1630,94,635,547,0,0.005176040269697955,-0.020522723297850654,0.025649267344425748,-0.010302584316272956
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,validation,337,0.009967201336282372,0.01990681561318114,1.9972322161003027,55,161,121,635,55,161,121,0,0.010462802697158146,-0.01938362719292175,0.01888802583204599,-0.009967201336282372
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,robustness,306,0.002995513432889174,0.018598201003767603,6.208685562738281,38,186,82,685,38,186,82,0,0.009537679020780412,-0.02466320955386564,0.01812104396597438,-0.002995513432889174
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,train,480,0.00834376771452966,0.02786159167067299,3.339209889814575,59,219,202,632,59,219,202,0,0.011814470124782043,-0.03556494550203426,0.032094243091781896,-0.008343767714529715
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,validation,121,0.006715787680481422,0.02774529528402612,4.1313538491790425,28,49,44,269,28,49,44,0,0.01788587716929318,-0.030888925718277616,0.019718836229465873,-0.006715787680481422
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,robustness,842,0.0022029549087067,0.016871314978092713,7.658493104608047,93,489,260,1953,93,489,260,0,0.007031375620484146,-0.02450829942699459,0.019679878715217133,-0.002202954908706589
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,train,1441,0.010845037439193017,0.019634343653530468,1.8104449858857716,101,744,596,1880,101,744,596,0,0.0056163845694800485,-0.02280726529838789,0.02803591816810084,-0.010845037439192962
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,validation,385,0.011539857276809506,0.021578481412206148,1.8699088640871024,59,194,132,729,59,194,132,0,0.011293678666173682,-0.020323426881429074,0.020569605492064935,-0.011539857276809506
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,robustness,326,-0.00063256202694284,0.020626096068343727,-32.6072308956471,42,198,86,755,42,198,86,0,0.011176648533568409,-0.030708105630061933,0.018898895069550635,0.000632562026942951
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,train,519,0.005982661960132862,0.029595359219269105,4.946854663774427,59,240,220,713,59,240,220,0,0.011751193936877076,-0.04145686254152825,0.03568833056478406,-0.005982661960132862
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,validation,132,0.0057360232577173265,0.027667027288752376,4.823381294964027,28,58,46,300,28,58,46,0,0.017648244219787355,-0.03194978710000007,0.020037566137930042,-0.005736023257717271
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,robustness,906,-8.774033179415053e-05,0.018419070337985316,-209.92706502636315,103,531,272,2159,103,531,272,0,0.008175425151251841,-0.028750455856512952,0.02048729037346695,8.774033179415053e-05
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,train,1591,0.010256709190544111,0.021140240446882005,2.061113370199836,105,841,645,2145,105,841,645,0,0.005851979181597508,-0.026171792521622383,0.030576522530568993,-0.010256709190544111
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,validation,421,0.009314737757052327,0.022133031391695143,2.3761303827300875,62,222,137,837,62,222,137,0,0.011881377278615855,-0.023069947747722086,0.020503308226158576,-0.009314737757052383
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,robustness,354,-0.0002502955559723907,0.022580312700400035,-90.21459694989868,45,218,91,817,45,218,91,0,0.012430800640407627,-0.03298012031636488,0.020299024119984816,0.00025029555597244624
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,train,567,0.005019868648162673,0.030385088777879814,6.052964909550191,60,278,229,794,60,278,229,0,0.011967705333403848,-0.04378260357419311,0.03683476688895193,-0.005019868648162618
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,validation,143,0.0028762255370988754,0.028981420435138336,10.076198845091488,28,64,51,337,28,64,51,0,0.017351229526841764,-0.037735385806336064,0.023260381816593144,-0.0028762255370987644
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,robustness,982,-0.0028434773050987072,0.020047115560032677,-7.050211205866041,112,583,287,2399,112,583,287,0,0.009212123135009083,-0.03372558529015504,0.021669984850047192,0.0028434773050988182
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,train,1739,0.009468548589953496,0.022304818121897677,2.3556744637255145,108,946,685,2412,108,946,685,0,0.006022969194297805,-0.02911811845954404,0.03256369785519974,-0.009468548589953496
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,validation,464,0.007382437337603243,0.023745837830322292,3.216530902249627,64,249,151,956,64,249,151,0,0.012156405602313076,-0.027952832720728238,0.023178864456018432,-0.007382437337603243
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,robustness,374,-0.004597355545086723,0.024439374525531903,-5.31596355466801,48,231,95,888,48,231,95,0,0.013811576132081588,-0.03966452846406898,0.021255596786900633,0.004597355545086779
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,train,613,0.00326062248644865,0.031681237978667606,9.716315860034948,61,311,241,878,61,311,241,0,0.012200559538380836,-0.047901293932505695,0.03896135688057353,-0.00326062248644865
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,validation,157,0.0010887636984912574,0.03248693368794028,29.838369641602394,30,71,56,377,30,71,56,0,0.019184582555144006,-0.04470052112224526,0.026604702265592542,-0.001088763698491202
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,1043,-0.007069028482681483,0.02174966037120083,-3.0767538176548084,120,621,302,2628,120,621,302,0,0.010215851085429726,-0.04035249813965344,0.023067618571542214,0.007069028482681539
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,1879,0.00796142368775199,0.023134312260339695,2.9058009179853066,109,1051,719,2687,109,1051,719,0,0.006039595304907983,-0.03226760552801944,0.034189433910863425,-0.00796142368775199
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,509,0.006774488500786546,0.025774637222167874,3.8046617422371196,68,279,162,1065,68,279,162,0,0.013174488625304688,-0.03160029731824454,0.02520029719372637,-0.006774488500786546
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,394,-0.009046038707055615,0.025916879730439053,-2.8649976602714218,48,243,103,957,48,243,103,0,0.013533077092399126,-0.047346721075534615,0.02476760527607985,0.00904603870705567
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,656,0.0007977109863099296,0.03263070357511651,40.905420804169175,61,343,252,962,61,343,252,0,0.012140841763643806,-0.05232285440027923,0.040979723622945406,-0.0007977109863099852
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,171,0.003140882415470947,0.0349380046772272,11.123627075351232,31,80,60,405,31,80,60,0,0.020126517792316674,-0.04660860914666676,0.029622973769821058,-0.003140882415470947
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,1115,-0.010077755184570492,0.023003752247532795,-2.2826266193440183,121,670,324,2851,121,670,324,0,0.010102147289801747,-0.04598311238983435,0.025803209915462096,0.010077755184570547
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,2028,0.007121058924181745,0.024109089494196174,3.3856045499534275,112,1165,751,2953,112,1165,751,0,0.006229496210889564,-0.03486762385332104,0.03575918656661322,-0.007121058924181689
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,548,0.005466583878305342,0.028313815876274205,5.17943500119705,74,304,170,1166,74,304,170,0,0.01506091627281257,-0.036100131601430496,0.026505799206923274,-0.005466583878305342
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,232,0.043905253767639096,-0.003148991681101776,-0.07172243435301082,0,216,16,155,0,216,16,0,-0.0028079718446690945,0.04739526528517354,-0.000682039672865363,-0.043905253767639096
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,462,0.04153620393947044,-0.002304091825197054,-0.055471892148708235,1,408,53,261,1,408,53,0,-0.0021764531129641156,0.04396793447690045,-0.0002552774244658773,-0.04153620393947044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,35,0.011430950728660683,-0.0007467036780013855,-0.06532297231665819,0,30,5,31,0,30,5,0,-0.0011325468424705047,0.011791811242192918,0.0007716863289382384,-0.011430950728660627
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,717,0.041011410900248735,-0.0019840939994324493,-0.048379071967514675,0,656,61,531,0,656,61,0,-0.002328757131055355,0.04265084176805825,0.0006893262632458111,-0.041011410900248624
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1599,0.044569631602330295,-0.0005086684255593051,-0.01141289275392417,3,1409,187,887,3,1409,187,0,-0.0011929561947559824,0.04439401225869288,0.0013685755383933546,-0.044569631602330295
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,136,0.014762974691283848,-0.00029537114523509045,-0.02000756293441859,0,116,20,101,0,116,20,0,-0.001071056020297164,0.014282660961456861,0.0015513697501241472,-0.014762974691283848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,260,0.04768747951459151,-0.004210916784590655,-0.08830235582700885,0,243,17,198,0,243,17,0,-0.0034158376005134355,0.05269347548325937,-0.0015901583681544387,-0.04768747951459151
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,541,0.04895818286869852,-0.0020041889354326103,-0.040936750875898854,1,470,70,319,1,470,70,0,-0.0027264191824353592,0.050240141557128415,0.0014444604940054978,-0.048958182868698574
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,0.013361451629080867,-0.000856888430886063,-0.06413138741759665,0,35,6,37,0,35,6,0,-0.0013502484365477407,0.013724980054305252,0.0009867200113233554,-0.013361451629080756
